N,P,K,Temperature,Humidity,pH,Rainfall,Crop
0.6071428571428571,0.2285714285714286,0.17,0.4505665578390452,0.798830511040522,0.4446706330238031,224.6757231,rice
0.7,0.3428571428571428,0.165,0.3283059100872979,0.7860230636761913,0.2347862364822698,270.4417274,rice
0.6285714285714286,0.35,0.195,0.4852178684838052,0.8121967659912075,0.4112782447685098,233.1321372,rice
0.6785714285714286,0.3571428571428571,0.185,0.5156315122716677,0.7919623117613115,0.3803700651141593,193.3473987,rice
0.7071428571428571,0.3714285714285714,0.15,0.5145469284247965,0.7806381896380882,0.3818800175259702,272.2999056,rice
0.6785714285714286,0.2428571428571428,0.155,0.4314980868305562,0.8036792478496197,0.3198348508194596,285.2493645,rice
0.4285714285714285,0.2714285714285714,0.195,0.3498948576512528,0.8013427827673443,0.6082872377707842,298.4018471,rice
0.45,0.2785714285714286,0.18,0.4403843231170613,0.8104014084008061,0.3232516849856569,257.0343554,rice
0.4428571428571428,0.2642857142857143,0.155,0.4004515401733886,0.7910186310584174,0.454915077831885,248.7183228,rice
0.4571428571428571,0.2857142857142857,0.19,0.4821869129397746,0.8080644357584175,0.3157105755038694,209.9001977,rice
0.5928571428571429,0.3928571428571428,0.155,0.4812471183700193,0.7685966439518721,0.5286243821230325,200.834898,rice
0.5857142857142857,0.25,0.175,0.4305617918486304,0.8230565101565066,0.4302614178307967,298.5601175,rice
0.6071428571428571,0.3357142857142857,0.2,0.5018069271394441,0.7945158911355392,0.5784350602364936,265.5355937,rice
0.65,0.2142857142857143,0.165,0.4611676139698599,0.7730384454026569,0.4089263621735953,183.6793207,rice
0.5428571428571428,0.3142857142857143,0.185,0.4629322343607552,0.819160656158316,0.2646238392004406,196.9560008,rice
0.5285714285714286,0.2428571428571428,0.165,0.4136452058038928,0.8204716650326481,0.6651747889904522,233.0453455,rice
0.5642857142857143,0.2714285714285714,0.17,0.368455528307811,0.7751818939246212,0.5533187323620326,210.8142087,rice
0.6285714285714286,0.3571428571428571,0.2,0.4536544121015323,0.7717292331114786,0.6571373443559054,253.7202781,rice
0.4285714285714285,0.2214285714285714,0.19,0.4190995702524078,0.8026362864754764,0.2770385136445359,219.9048349,rice
0.5428571428571428,0.3928571428571428,0.17,0.3219454218328097,0.7709607889666517,0.5072031236932646,208.5810155,rice
0.6642857142857143,0.3642857142857142,0.185,0.4313240730108305,0.7928680409428528,0.6030802794687624,195.0948311,rice
0.4642857142857142,0.3928571428571428,0.19,0.3772277694519245,0.7890587397674115,0.3348839561292538,227.3637009,rice
0.6785714285714286,0.3357142857142857,0.155,0.499385508202293,0.8116554445565048,0.3170296479151898,286.5083725,rice
0.5357142857142857,0.2357142857142857,0.17,0.4195457530664448,0.8228223034190344,0.421495297083599,283.9338466,rice
0.5285714285714286,0.35,0.165,0.4829253259717962,0.8073853675717793,0.5622597792059969,217.3788583,rice
0.65,0.2214285714285714,0.2,0.4481452353155962,0.7955346979677048,0.3803680467133908,267.9761948,rice
0.5071428571428571,0.2928571428571428,0.175,0.3286823149191739,0.7916759829980637,0.5803665189244371,191.9535738,rice
0.7071428571428571,0.3571428571428571,0.15,0.3701068522687094,0.7696919855063603,0.466063418146545,277.9626192,rice
0.5142857142857142,0.25,0.165,0.3325353218078994,0.7926615220703341,0.635695672381545,245.1511304,rice
0.5928571428571429,0.3785714285714285,0.2,0.4857876510814135,0.8079460104703061,0.3686576481109419,245.6626799,rice
0.6642857142857143,0.3785714285714285,0.165,0.3382955799602697,0.8109228291862188,0.5330431602901815,279.5451717,rice
0.5,0.2214285714285714,0.185,0.3734709286312877,0.7754065494096496,0.5351907387077712,202.3838319,rice
0.5428571428571428,0.3,0.185,0.323043913069262,0.8052965239322784,0.3474813561041046,263.6372176,rice
0.7071428571428571,0.2571428571428572,0.155,0.4485632030614398,0.7989646668425696,0.5029128571139263,182.5616319,rice
0.7071428571428571,0.35,0.16,0.3534537858188123,0.7708123245422375,0.3250322419733747,198.6730942,rice
0.6142857142857142,0.3857142857142857,0.15,0.4867035683387331,0.7915324783376879,0.5352570630553264,243.5120414,rice
0.4928571428571428,0.2928571428571428,0.18,0.4251262757049832,0.7702401321139195,0.234418044196447,263.1103304,rice
0.65,0.3642857142857142,0.16,0.4191195904428689,0.7735402616057914,0.4445675653534686,269.5039162,rice
0.4357142857142857,0.3357142857142857,0.18,0.4634463311587127,0.8123034184744057,0.5249613147265499,204.8001847,rice
0.4785714285714285,0.2857142857142857,0.165,0.398918454705556,0.7922259583851896,0.5902735247270381,260.8875056,rice
0.5642857142857143,0.2642857142857143,0.16,0.4604710576840408,0.8000363579155829,0.4794718713914729,295.6094492,rice
0.5571428571428572,0.2714285714285714,0.185,0.358627078500632,0.8019375686782435,0.5876804700662583,192.3197536,rice
0.5357142857142857,0.35,0.155,0.5012645894481944,0.8202054010504025,0.5472782068893216,257.4914906,rice
0.6928571428571428,0.2214285714285714,0.2,0.3845937828914599,0.7885868465135255,0.5340824959468198,278.0791793,rice
0.4785714285714285,0.3,0.195,0.5137774036093355,0.7877380544712488,0.678614725492855,280.4044392,rice
0.5214285714285715,0.2142857142857143,0.165,0.4609360328485649,0.7899930096688791,0.2333554730597556,185.9461429,rice
0.5499999999999999,0.2214285714285714,0.16,0.5181884702224991,0.7839394559199626,0.4092132302792319,194.5766559,rice
0.5785714285714285,0.2571428571428572,0.165,0.3974995305215838,0.8104012508016996,0.6250569568778974,200.9133156,rice
0.4857142857142857,0.3714285714285714,0.19,0.4953542039707916,0.7713345822010705,0.3424689020286238,182.9043504,rice
0.5142857142857142,0.2857142857142857,0.15,0.4764472597728798,0.8012798906915928,0.35048762027706,195.3574542,rice
0.4357142857142857,0.3428571428571428,0.19,0.5043801804406566,0.7792268559255169,0.4424112432281044,223.3671883,rice
0.4785714285714285,0.2714285714285714,0.17,0.4940641232132243,0.824870127545692,0.3880381638688547,186.7536773,rice
0.4785714285714285,0.3785714285714285,0.17,0.4722276429383524,0.7732468734291199,0.3030695419001412,220.1156708,rice
0.4714285714285714,0.3928571428571428,0.165,0.3804923962285776,0.8073873783310692,0.4459833724869387,231.7364957,rice
0.5857142857142857,0.2714285714285714,0.165,0.4149375144066478,0.7836230805545774,0.248950512000549,242.3170629,rice
0.6,0.3214285714285714,0.195,0.4780583063358383,0.7833095045272834,0.3779882075805199,182.6549356,rice
0.5785714285714285,0.3428571428571428,0.185,0.4261164019575223,0.7789858291479493,0.2601839308856679,233.7034975,rice
0.65,0.3214285714285714,0.175,0.3443087203492952,0.8151309039293788,0.4599507991120322,230.2242223,rice
0.6642857142857143,0.3428571428571428,0.165,0.519494129540484,0.7892328992621542,0.5543129587287339,290.6793783,rice
0.6428571428571428,0.2785714285714286,0.165,0.4306886237867862,0.8122108624205505,0.6171342480398623,241.2013513,rice
0.5785714285714285,0.2857142857142857,0.15,0.5079812259009711,0.7683351313902118,0.412672627990657,218.9163567,rice
0.5571428571428572,0.25,0.165,0.5061320036342726,0.8118907185583933,0.6290681928862265,248.2256491,rice
0.4285714285714285,0.3285714285714285,0.155,0.3980193834471126,0.7996941326804504,0.3924473458070017,256.9964761,rice
0.6285714285714286,0.2928571428571428,0.185,0.397635239407025,0.8073080483535336,0.4821272163975014,194.2651719,rice
0.6642857142857143,0.3,0.16,0.3646443311062192,0.7918684488364044,0.4658527614264212,295.9248796,rice
0.4285714285714285,0.3571428571428571,0.2,0.3610630860360807,0.8057418140836774,0.3780505699282001,287.5766935,rice
0.5571428571428572,0.2142857142857143,0.195,0.5084045474767361,0.8214225970442514,0.5548546712755156,183.6222657,rice
0.4642857142857142,0.2285714285714286,0.175,0.4170288466874117,0.8088425109467978,0.2843661054370237,188.413665,rice
0.5071428571428571,0.35,0.055,0.3956383549644447,0.5766501829744293,0.3491514694488825,87.75953857,maize
0.4357142857142857,0.2785714285714286,0.06,0.4956843483032328,0.6686206789238394,0.5329430618259392,102.2662445,maize
0.5714285714285714,0.2714285714285714,0.055,0.4227610619389138,0.6688393381769819,0.4903649287188618,66.71995467,maize
0.5214285714285715,0.3785714285714285,0.0799999999999999,0.3198434120214848,0.5065649340363982,0.4807380473643798,60.65171481,maize
0.4357142857142857,0.2357142857142857,0.075,0.2769953570637417,0.5650353629414452,0.3834488887652969,65.43835393,maize
0.4857142857142857,0.2571428571428572,0.055,0.3716294404077812,0.5080310037501565,0.4127431766881986,102.0861694,maize
0.6642857142857143,0.2571428571428572,0.06,0.481954941859488,0.6094700989361463,0.3954930830191004,105.4654703,maize
0.6357142857142857,0.3928571428571428,0.07,0.4696222316502548,0.6116414362006819,0.3746167046210402,78.06639649,maize
0.5428571428571428,0.2785714285714286,0.06,0.332603074815371,0.5633929899884719,0.3655624222126477,65.27798457,maize
0.4785714285714285,0.3928571428571428,0.1,0.4618660290888997,0.6127611243090868,0.3492044249821641,109.2162279,maize
0.5,0.2785714285714286,0.07,0.4158189970511525,0.690544386649836,0.3651214964298077,94.29712821,maize
0.6428571428571428,0.3142857142857143,0.0799999999999999,0.459528725080967,0.631101218612986,0.4615264051446464,74.05474936,maize
0.4428571428571428,0.3357142857142857,0.055,0.3859300521251312,0.5200667797459115,0.5384328512765477,63.87020584,maize
0.6571428571428571,0.2785714285714286,0.055,0.2884330591634055,0.6008844611179451,0.4009464624108828,94.76189431,maize
0.4714285714285714,0.35,0.0799999999999999,0.469569509424161,0.5359317889462348,0.3754535238756242,72.12375573,maize
0.45,0.3785714285714285,0.0849999999999999,0.2705431257197482,0.4785619302464208,0.4198838636986597,63.72358154,maize
0.5,0.3,0.06,0.4530077292464667,0.6551060601042024,0.4814792788037922,104.1626147,maize
0.4357142857142857,0.2571428571428572,0.06,0.4681914382508859,0.5949781741102249,0.3914490591563291,76.68456006,maize
0.4714285714285714,0.3428571428571428,0.07,0.4094083271863991,0.5349492080943526,0.3932604658423314,65.49730729,maize
0.5285714285714286,0.3571428571428571,0.07,0.2646975816134028,0.5673524688807616,0.4329656661728019,84.23613484,maize
0.5499999999999999,0.3714285714285714,0.0799999999999999,0.4621683595030151,0.6946295871672622,0.4736627082365363,79.74078719,maize
0.7071428571428571,0.3214285714285714,0.0499999999999999,0.2674741576389403,0.663017617146723,0.321683555231411,88.07753741,maize
0.5285714285714286,0.3642857142857142,0.0849999999999999,0.2713915901146332,0.6112825845514367,0.5169940905020012,80.97573281,maize
0.5928571428571429,0.2857142857142857,0.0799999999999999,0.2871684976206649,0.5190246080004526,0.3439120081918874,79.7532896,maize
0.7142857142857143,0.3071428571428571,0.055,0.4847452364644401,0.6178429409812157,0.318047041025282,74.51490791,maize
0.5642857142857143,0.3285714285714285,0.055,0.4738131545044793,0.6327332322535514,0.4792115231964486,96.46380213,maize
0.6714285714285714,0.2428571428571428,0.065,0.4322969730616505,0.5042905207734976,0.3714175936770789,102.8301942,maize
0.5357142857142857,0.3142857142857143,0.0499999999999999,0.3647096927095441,0.6678541530319428,0.3753319546907031,102.4852929,maize
0.5571428571428572,0.3071428571428571,0.0849999999999999,0.4093012543182612,0.5698130020224177,0.324072877068932,70.43473609,maize
0.6214285714285714,0.35,0.075,0.481821706731564,0.5740892833491743,0.4776833961579789,108.8303762,maize
0.6214285714285714,0.2142857142857143,0.1,0.362113637567787,0.5704844470084507,0.4157330169977168,65.88951188,maize
0.45,0.2714285714285714,0.07,0.278121766092806,0.4814675046005465,0.4878676418015757,90.988051,maize
0.6,0.3714285714285714,0.1,0.3933859934366736,0.6268330639640693,0.4640950226778857,64.40866039,maize
0.4571428571428571,0.2142857142857143,0.09,0.4073108350456864,0.5556993517982576,0.3383350273737754,63.03843397,maize
0.4285714285714285,0.2928571428571428,0.0849999999999999,0.4610632820055387,0.5990883058497563,0.4853013686239558,87.9298085,maize
0.7,0.2785714285714286,0.0799999999999999,0.4862601077770525,0.6979514315062816,0.4696060335621377,107.4931917,maize
0.5357142857142857,0.3642857142857142,0.065,0.3033830048256832,0.561097924826654,0.3407990392149835,60.95197486,maize
0.6142857142857142,0.3571428571428571,0.0799999999999999,0.3648767251442345,0.5294000341295972,0.5130646307495987,109.7515385,maize
0.7,0.2142857142857143,0.065,0.4296087228911593,0.7065840710707718,0.4273562379177898,91.76337172,maize
0.5428571428571428,0.3714285714285714,0.065,0.2913816670758106,0.7030479633388129,0.4024630434007316,94.26249353,maize
0.7071428571428571,0.3642857142857142,0.06,0.4385364994229344,0.6867761104699606,0.4244843529865006,71.07562236,maize
0.4285714285714285,0.2785714285714286,0.09,0.4582242815512435,0.6507819772536032,0.3449005886660009,76.72860067,maize
0.5285714285714286,0.3071428571428571,0.06,0.3674611070544,0.5368357976028142,0.4550093574732941,69.21803098,maize
0.6357142857142857,0.3928571428571428,0.06,0.4748894992840049,0.5010533562659204,0.3855474161097402,101.7004306,maize
0.4928571428571428,0.3285714285714285,0.09,0.384269075890093,0.6835507002193634,0.5127080431407265,106.6213157,maize
0.6857142857142857,0.2928571428571428,0.0849999999999999,0.3373752270987629,0.6386000560250243,0.4657895025473881,66.29390357,maize
0.4357142857142857,0.3928571428571428,0.0499999999999999,0.4605290436391558,0.6355810232626992,0.4293416373126698,91.26056654,maize
0.5285714285714286,0.3785714285714285,0.065,0.3217120774311595,0.4910889384579361,0.5011479582445666,109.024141,maize
0.5285714285714286,0.2714285714285714,0.09,0.4914504214945289,0.5556538798481816,0.4386212143955068,99.57981207,maize
0.45,0.2714285714285714,0.06,0.3002375648971119,0.5974122307186248,0.5136176770700149,71.3195307,maize
0.7071428571428571,0.2214285714285714,0.075,0.337279925597592,0.5959579209778763,0.4924054222591945,78.34604471,maize
0.5499999999999999,0.2214285714285714,0.09,0.4559134410959161,0.4955007470839249,0.4889280796135318,88.45361858,maize
0.6214285714285714,0.3928571428571428,0.09,0.3284807942128523,0.5792412131924634,0.456324300863981,62.50351892,maize
0.4285714285714285,0.2357142857142857,0.06,0.2752856551801181,0.5830089379504461,0.4618301572761267,76.41312437,maize
0.6714285714285714,0.35,0.06,0.4179536030152051,0.5539443163650672,0.368082570290652,107.3198135,maize
0.6785714285714286,0.2357142857142857,0.0849999999999999,0.3163207107285949,0.5481201355755472,0.3461504902232815,100.7689246,maize
0.6,0.2785714285714286,0.0799999999999999,0.3742802657059649,0.5558828416033953,0.3647844584918654,107.2681929,maize
0.5499999999999999,0.3785714285714285,0.07,0.4011478175481409,0.4928576626158968,0.3556418762206558,101.5952794,maize
0.4714285714285714,0.2785714285714286,0.075,0.294190123611894,0.6388531863206561,0.5031225675385977,80.72515943,maize
0.45,0.2142857142857143,0.055,0.378812161930438,0.5960706111050126,0.4304073981726189,83.73280082,maize
0.5642857142857143,0.2857142857142857,0.075,0.4298383140451211,0.5247938260140533,0.3437543034282504,89.9622014,maize
0.5142857142857142,0.3928571428571428,0.1,0.278320899699164,0.638907285509465,0.3528122889076884,88.10234397,maize
0.4785714285714285,0.3285714285714285,0.095,0.4211586972002722,0.5489980724871014,0.3233763159067926,64.77791424,maize
0.6142857142857142,0.2214285714285714,0.095,0.5085877073986655,0.6839851719095138,0.3549604907761358,73.33636055,maize
0.5428571428571428,0.3071428571428571,0.065,0.3004308164068059,0.6459903666793672,0.353204663435555,83.21030571,maize
0.5357142857142857,0.3428571428571428,0.065,0.340412805058956,0.5270353718724502,0.5225294651117471,103.651438,maize
0.5785714285714285,0.2857142857142857,0.09,0.3013211157400322,0.6273220561960805,0.4179574254307799,84.22969177,maize
0.5214285714285715,0.2857142857142857,0.0799999999999999,0.4527899484840657,0.692113743855061,0.4870740397125623,96.59195302,maize
0.5071428571428571,0.2142857142857143,0.095,0.3858861356838284,0.5280199041069047,0.3610501427457064,67.96704792,maize
0.6857142857142857,0.35,0.0849999999999999,0.4842576809813298,0.5491642318732348,0.5373909953793012,83.20711308,maize
0.7071428571428571,0.2428571428571428,0.065,0.2977237566690952,0.6304868326693014,0.4055772118479432,87.85092352,maize
0.4428571428571428,0.3071428571428571,0.075,0.3694750891470967,0.5391343578252044,0.4982155527038128,95.71388473,maize
0.6142857142857142,0.2285714285714286,0.055,0.3354821807872262,0.524408577739315,0.3198522822503966,67.61013737,maize
0.6714285714285714,0.3214285714285714,0.07,0.4154362731045521,0.692543022357182,0.3683305642369786,97.59081274,maize
0.5428571428571428,0.2428571428571428,0.095,0.4427302954628704,0.4828185603294315,0.542909445218847,64.23845455,maize
0.5499999999999999,0.3357142857142857,0.06,0.4602054006318583,0.6005793379321492,0.3436906840705224,75.82270467,maize
0.5285714285714286,0.2428571428571428,0.09,0.3960088581873597,0.6009610778477971,0.5094574879369769,88.17251033,maize
0.5785714285714285,0.3142857142857143,0.075,0.2644541875180373,0.5407702837965154,0.3124167779414736,104.2321615,maize
0.45,0.2642857142857143,0.0799999999999999,0.4142547099859262,0.6774453640235013,0.3566953161116489,67.10225139,maize
0.7071428571428571,0.2357142857142857,0.0799999999999999,0.4033775542807668,0.6688826257871088,0.4428568712517975,67.72777298,maize
0.6428571428571428,0.3357142857142857,0.1,0.4920871809119177,0.6428295774285473,0.5159657264296615,103.2234212,maize
0.4857142857142857,0.25,0.07,0.496937032883047,0.6059885060300183,0.4899701753115322,107.2361366,maize
0.4285714285714285,0.3714285714285714,0.095,0.282224925792192,0.5517162410890799,0.4069057579441709,75.03247667,maize
0.5071428571428571,0.3357142857142857,0.065,0.4672104629786247,0.4866707975208417,0.3555050669358114,78.16077693,maize
0.4357142857142857,0.3857142857142857,0.06,0.4164375055842919,0.5247987983766876,0.4618249326677428,105.0083144,maize
0.6285714285714286,0.2357142857142857,0.0499999999999999,0.4664794032130607,0.6026785654979823,0.4588194480805065,62.49190812,maize
0.4642857142857142,0.3928571428571428,0.0849999999999999,0.4746655707133678,0.6796535050539421,0.4824367819088666,107.9124111,maize
0.5571428571428572,0.2285714285714286,0.0849999999999999,0.4739334977430952,0.5723026675514086,0.4394484228028845,74.52082026,maize
0.5571428571428572,0.3785714285714285,0.0499999999999999,0.4643828746354779,0.6247798811178262,0.4702519146544401,62.91359494,maize
0.6571428571428571,0.3928571428571428,0.09,0.2824058481127854,0.6679406420451353,0.3447586555450739,69.93293255,maize
0.5642857142857143,0.3857142857142857,0.06,0.3315461160766587,0.5772077214855208,0.4882251862807711,108.5054416,maize
0.65,0.3571428571428571,0.0499999999999999,0.2659218318986297,0.680699843785106,0.4466170504889956,78.96159541,maize
0.5428571428571428,0.3285714285714285,0.065,0.4976836370625089,0.6731433043356966,0.4264609310727139,79.84925393,maize
0.6214285714285714,0.3071428571428571,0.1,0.2820184567099997,0.549680917102961,0.4901729100535725,93.62039175,maize
0.5071428571428571,0.3928571428571428,0.0849999999999999,0.4949531246917644,0.5262647832832288,0.4198922686995326,85.75692395,maize
0.6428571428571428,0.3714285714285714,0.095,0.2898966165786442,0.682923491937707,0.4127477899757243,82.34162918,maize
0.4785714285714285,0.2142857142857143,0.0849999999999999,0.4154911987854623,0.5714681305874644,0.4480218168349663,108.7603001,maize
0.4285714285714285,0.35,0.07,0.2847243646483052,0.5627459865124421,0.4530194199035759,70.23401597,maize
0.5928571428571429,0.3785714285714285,0.09,0.3132429090292784,0.5296612149282233,0.4473247609865762,65.50861389,maize
0.5928571428571429,0.3714285714285714,0.07,0.4850748267050397,0.658969024883653,0.5245628570040721,98.73771338,maize
0.2857142857142857,0.4785714285714285,0.36,0.2352755398390017,0.0318531232506834,0.6191344056004657,88.55123143,chickpea
0.1642857142857142,0.4785714285714285,0.3949999999999999,0.2925392016617,0.0335210319250738,0.5311538589480045,79.92698081,chickpea
0.2785714285714286,0.3785714285714285,0.3999999999999999,0.2600326327583703,0.0133901772352087,0.387565873173789,68.54932919,chickpea
0.1571428571428571,0.4785714285714285,0.3999999999999999,0.2881616666437308,0.0163321240866259,0.4488754849694989,88.51048983,chickpea
0.2571428571428571,0.4428571428571428,0.36,0.2738565475858081,0.0618937606527692,0.5673198861389444,79.26357665,chickpea
0.2285714285714285,0.4857142857142857,0.38,0.3335773797515642,0.0133577924269329,0.3863312194920721,92.68373702,chickpea
0.4142857142857142,0.4642857142857143,0.3949999999999999,0.3394177109182491,0.0274155791921967,0.4239740644468127,74.6631118,chickpea
0.4214285714285714,0.4642857142857143,0.3949999999999999,0.2441675098713258,0.0523918454783291,0.6292135329818074,82.61734721,chickpea
0.3,0.4071428571428571,0.35,0.2683930158011193,0.0541999722126294,0.5451996458346275,81.84997529,chickpea
0.1999999999999999,0.4928571428571429,0.38,0.2636182442788205,0.0472638823646112,0.816293432852508,81.98568791,chickpea
0.4142857142857142,0.4357142857142857,0.37,0.3491570810644431,0.0592211488080837,0.8107567900357919,93.55280105,chickpea
0.3071428571428571,0.4357142857142857,0.37,0.3052143592804306,0.0112844891558877,0.6954307829076471,74.58565097,chickpea
0.4142857142857142,0.4142857142857143,0.38,0.3152891779474084,0.0051282500817433,0.4682097644361367,78.96514709,chickpea
0.1642857142857142,0.4071428571428571,0.3999999999999999,0.2912087726306439,0.0613374531878451,0.7752896512562022,80.7108745,chickpea
0.1928571428571428,0.4071428571428571,0.36,0.2689166311565939,0.0052805098332731,0.4776829848265951,70.18185181,chickpea
0.1999999999999999,0.4785714285714285,0.3949999999999999,0.2841896221186051,0.0574394829754481,0.4629664158254154,71.58010169,chickpea
0.3571428571428571,0.3642857142857142,0.355,0.3491939808264087,0.0653504420512622,0.6938752554450316,73.50734019,chickpea
0.2785714285714286,0.4714285714285714,0.3949999999999999,0.3287214910201236,0.0249325325923759,0.7209687613741291,82.52339655,chickpea
0.1785714285714285,0.5214285714285715,0.355,0.2483442406859917,0.01747356110505,0.5791625412331953,66.96980581,chickpea
0.2214285714285714,0.4642857142857143,0.36,0.3461284044419065,0.0007593955530422,0.4646402006721382,90.46228334,chickpea
0.1857142857142857,0.5357142857142857,0.39,0.2369972317420952,0.0220197535910088,0.6257598562756574,71.31007253,chickpea
0.1785714285714285,0.45,0.36,0.3233225231301532,0.0099710459527941,0.6526396995775159,85.74904898,chickpea
0.2214285714285714,0.5214285714285715,0.355,0.2509753889805824,0.0086467791556906,0.7799314918669125,89.31050665,chickpea
0.4285714285714285,0.45,0.39,0.2954097879334696,0.0487229551913123,0.4846010199473145,85.52950164,chickpea
0.4214285714285714,0.4071428571428571,0.39,0.2798001467227449,0.0578840460245291,0.7153035262584537,72.94940441,chickpea
0.1571428571428571,0.4428571428571428,0.365,0.2393237509018341,0.0019426970068332,0.4197817200854455,72.32667516,chickpea
0.2571428571428571,0.4285714285714285,0.375,0.2714942692726328,0.0282439104142658,0.3959883384464162,74.87445574,chickpea
0.4214285714285714,0.3928571428571428,0.3949999999999999,0.2928158251986041,0.0514351204455313,0.6510092864760977,94.70992037,chickpea
0.3857142857142857,0.5142857142857142,0.3999999999999999,0.2386292686583921,0.0327587169973151,0.6725087468553537,83.74606679,chickpea
0.3071428571428571,0.45,0.38,0.2482773235508838,0.0428643899163252,0.5064814915333686,78.92060234,chickpea
0.1999999999999999,0.5071428571428571,0.385,0.3368839370194243,0.0,0.4898145007676373,83.75937135,chickpea
0.3,0.5285714285714286,0.3999999999999999,0.2409819592601746,0.0182289190413063,0.4081871579991817,76.57580954,chickpea
0.2285714285714285,0.3928571428571428,0.39,0.3117876337232169,0.060475764965824,0.8280312278357698,91.76071648,chickpea
0.1571428571428571,0.5214285714285715,0.355,0.2589064240172943,0.0563867586224518,0.7957451594255252,76.32470713,chickpea
0.2214285714285714,0.5285714285714286,0.35,0.2867891668050978,0.0215743901811057,0.7309272789290782,89.73119396,chickpea
0.1999999999999999,0.3785714285714285,0.38,0.2481888146245816,0.0266566287895548,0.4161017636867091,93.35034262,chickpea
0.4071428571428571,0.3785714285714285,0.36,0.2840996018501336,0.038799288359426,0.6958023282051784,81.20176515,chickpea
0.35,0.3571428571428571,0.365,0.2820710925654852,0.0223938516414644,0.67778102411461,81.70769297,chickpea
0.3285714285714285,0.5071428571428571,0.36,0.2700157651510603,0.0633119730822312,0.5385549733095103,83.74879344,chickpea
0.3857142857142857,0.4,0.36,0.2865526137783977,0.0111770830899889,0.4201691581701662,77.5429424,chickpea
0.2714285714285714,0.3928571428571428,0.355,0.2819201617929353,0.0414177043094111,0.8341690253273908,77.92798682,chickpea
